itemid,total_interaction_strength,total_users
339885,36,28
126303,36,9
146849,36,10
424502,36,23
310911,36,27
122676,36,30
356696,36,30
439299,36,28
439326,36,30
47906,36,31
190786,36,19
160984,36,28
176824,36,27
323766,36,11
294612,36,26
131727,36,4
289004,36,23
63652,36,22
396230,36,36
214789,36,20
256850,36,28
256778,36,31
441814,36,20
392522,36,24
138086,36,31
173861,36,19
95519,36,19
83204,36,29
414546,36,24
334585,36,28
431269,36,29
190920,36,17
111759,36,29
357788,36,24
56795,36,26
399240,36,28
90897,36,14
205140,36,30
245463,36,30
160863,36,18
155076,36,25
251543,36,27
69714,36,24
45882,36,24
307884,36,21
283573,36,14
24007,36,26
420509,36,26
341713,36,25
294771,36,31
45780,36,32
126254,36,33
446976,36,31
158003,36,31
182322,36,30
264243,36,30
129774,36,11
282312,36,32
443560,36,33
302036,36,25
442655,36,7
100821,36,17
303145,36,33
1614,36,20
122473,36,31
233385,36,25
80912,36,30
298362,36,16
378199,36,12
99961,36,24
355300,36,22
444983,36,25
350171,36,23
208537,36,26
308198,36,27
44758,36,30
425504,36,9
326869,36,29
239245,36,17
406731,36,26
69057,36,23
143745,36,20
292416,36,24
342143,36,33
268169,36,25
367125,36,29
193035,36,31
3574,36,24
3563,36,21
160218,36,36
114725,36,33
123945,36,22
205281,36,31
421438,36,31
253296,36,23
225182,36,30
407518,36,28
404653,36,19
58845,36,27
63975,36,19
59974,36,15
12357,36,21
31539,36,28
226596,36,24
107517,36,32
339662,36,31
7145,36,25
385678,36,31
292322,36,33
310446,36,31
328853,36,30
105631,36,29
215797,36,29
260426,36,9
325977,36,13
189563,36,27
423300,36,26
347689,36,31
130169,36,30
303676,36,34
285696,36,20
360778,36,26
207832,36,26
116206,36,29
69061,36,27
394762,36,36
413839,36,20
167923,36,30
2660,36,15
38873,36,31
116306,36,18
220072,36,20
370894,36,26
257268,36,31
238595,36,23
375669,36,20
226695,36,14
398004,36,15
372641,36,10
299795,36,30
67593,36,24
450414,36,20
116423,36,21
342145,36,22
314460,36,21
386631,36,25
374231,36,25
23077,36,34
6248,36,29
257820,36,22
438756,36,24
278042,36,29
35520,36,26
397946,36,15
264488,36,29
439315,36,28
32584,36,33
37687,36,26
332332,36,30
3629,36,8
133638,36,21
211023,36,32
453255,36,30
186162,36,27
388584,36,24
424684,36,34
76276,36,35
347645,36,34
288505,36,23
359313,36,33
359310,36,29
155550,36,32
297634,36,29
297661,36,29
317266,36,34
153515,36,31
147073,36,29
94109,36,27
68532,36,21
9224,36,24
290014,36,19
409791,36,29
265213,36,33
15767,36,34
216842,36,12
180362,36,30
274098,36,31
274056,36,19
79595,36,30
382043,36,32
116513,36,29
391198,36,29
232145,36,29
148308,36,26
148304,36,29
318131,36,22
121978,36,22
39759,36,17
248414,36,32
322890,36,30
32402,36,25
429617,36,29
421046,36,17
453151,36,31
229697,36,27
229695,36,33
176431,36,35
207546,36,24
105371,36,24
386609,36,18
335872,36,23
384180,36,8
184734,36,3
220140,36,12
257767,36,27
183815,36,27
305010,36,15
284753,36,29
34472,36,20
314599,36,28
105121,36,36
101684,36,32
373928,36,32
300236,36,31
18018,36,33
77742,36,24
353684,36,32
211674,36,17
308985,36,26
96027,36,22
359207,36,33
33422,36,29
195910,36,32
445104,36,27
311584,36,20
441975,36,27
232180,36,29
78653,36,12
406165,36,15
279524,36,32
376005,36,28
196137,36,26
223186,36,30
223164,36,31
215599,36,25
295943,36,26
434399,36,34
345197,36,22
140365,36,21
224244,36,31
390992,36,14
344271,36,31
37921,36,24
300610,36,30
346341,36,26
286508,36,23
278486,36,30
131178,36,25
104281,36,33
60649,36,25
124110,36,33
304628,36,24
6828,36,22
375976,36,30
207185,36,34
62741,36,24
119277,36,27
404867,36,26
24705,36,22
418839,36,29
70277,36,29
445299,36,9
88951,36,19
258018,36,30
77344,36,27
222164,36,22
274129,36,26
445578,36,26
184727,36,28
385233,36,20
385208,36,28
368867,36,6
6805,36,22
439875,36,15
100327,36,23
100307,36,28
304288,36,5
350695,36,21
362740,36,26
54915,36,27
179901,36,32
243337,36,26
44250,36,29
427431,36,15
163009,36,29
44267,36,25
198285,36,28
281403,36,33
304327,36,32
376834,36,15
56236,36,27
464456,36,30
327090,36,20
389384,36,33
464346,36,17
267495,36,30
266322,36,17
448981,36,31
201090,36,31
270224,36,23
412806,36,30
227449,36,34
454653,36,28
338716,36,22
17069,36,17
259510,36,21
207865,36,19
412630,36,27
338390,36,30
88798,36,31
46659,36,26
311327,36,36
383029,36,23
43136,36,25
162441,36,29
369428,36,27
369586,36,22
50652,36,31
453764,36,20
453857,36,23
102751,36,34
35975,36,34
155013,36,31
64823,36,32
236302,36,21
211486,36,23
462808,36,20
154515,36,21
72409,36,33
148184,36,15
23437,36,29
222665,36,24
196392,36,35
70039,36,29
430048,36,30
177243,36,29
134647,36,35
321178,36,24
175339,36,25
209891,36,18
335459,36,16
99014,36,34
285183,36,29
333118,36,36
19078,36,21
108992,36,25
258753,36,13
376695,36,26
143298,36,30
266752,36,32
96001,36,16
283037,36,22
381503,36,18
151543,36,35
310661,36,33
411417,36,31
155943,36,28
204777,36,27
225953,36,28
398905,36,23
246636,36,23
167446,36,28
335413,36,26
324757,36,18
320905,36,30
153594,36,29
74456,36,17
387028,36,26
186562,36,27
387476,36,27
254193,35,31
97626,35,26
208032,35,29
79444,35,22
466530,35,26
160624,35,29
82052,35,22
143395,35,24
254573,35,30
128254,35,33
138788,35,20
159619,35,33
134444,35,13
417413,35,31
147551,35,28
121648,35,18
387953,35,32
236095,35,3
343033,35,11
291108,35,29
149965,35,10
290197,35,12
304468,35,31
230281,35,13
192353,35,24
327732,35,27
184802,35,27
250518,35,30
430177,35,26
84947,35,20
227406,35,22
50622,35,32
258982,35,30
385371,35,13
438501,35,27
72994,35,30
321080,35,18
238321,35,17
453568,35,28
259474,35,25
227498,35,32
270205,35,29
454486,35,32
109109,35,20
165476,35,18
165483,35,32
369486,35,25
397089,35,32
438345,35,24
288552,35,22
269962,35,34
150236,35,25
345483,35,29
240629,35,31
113802,35,8
199804,35,30
57946,35,7
338809,35,20
259551,35,12
453352,35,25
351508,35,2
192449,35,23
152037,35,25
145850,35,28
124125,35,26
4052,35,32
249247,35,8
147862,35,32
122081,35,7
88806,35,17
16930,35,31
155708,35,24
63264,35,20
47216,35,31
250752,35,32
4322,35,32
368655,35,32
6833,35,33
24693,35,28
46493,35,30
213075,35,33
418931,35,33
326094,35,20
40326,35,29
296649,35,30
296652,35,22
70500,35,27
204260,35,31
257501,35,25
257630,35,22
220960,35,20
169225,35,22
270386,35,24
349839,35,27
210989,35,32
212899,35,19
355356,35,24
77838,35,14
223505,35,31
226960,35,16
78323,35,23
63469,35,26
145988,35,28
158120,35,29
447666,35,27
274051,35,6
339353,35,29
66900,35,28
397558,35,30
345136,35,24
75710,35,20
199700,35,33
1751,35,28
226980,35,6
108214,35,29
89342,35,28
189858,35,20
377207,35,23
393979,35,3
149273,35,31
408891,35,34
24751,35,27
313429,35,31
109498,35,24
337777,35,24
88167,35,20
359300,35,31
434682,35,18
321543,35,27
422346,35,25
189650,35,32
332203,35,20
453225,35,27
189692,35,25
397912,35,23
339543,35,22
260687,35,33
415214,35,32
433169,35,26
36277,35,12
321657,35,22
321676,35,29
319886,35,33
112867,35,18
375938,35,24
66731,35,30
169920,35,29
382732,35,33
429373,35,31
269711,35,32
273869,35,29
351624,35,25
396409,35,24
347097,35,34
133244,35,19
133256,35,32
430419,35,30
430397,35,21
7236,35,12
93121,35,26
347722,35,30
78081,35,30
247812,35,29
247735,35,26
46016,35,24
107968,35,33
114555,35,27
352685,35,7
92951,35,30
257035,35,21
433063,35,32
251531,35,24
452647,35,33
154878,35,27
398014,35,33
325978,35,23
465455,35,14
367622,35,30
261316,35,10
142873,35,33
359424,35,24
33517,35,28
186287,35,26
186108,35,23
222323,35,30
138528,35,31
102158,35,30
27800,35,33
316307,35,20
172297,35,30
59442,35,32
141701,35,32
378283,35,32
350479,35,26
423459,35,27
12478,35,32
294666,35,18
247868,35,23
306260,35,32
122669,35,24
226338,35,33
55709,35,9
269324,35,27
63637,35,29
49918,35,32
358140,35,27
358076,35,20
222996,35,31
371292,35,33
89954,35,31
366876,35,22
318618,35,23
435054,35,32
316181,35,18
284459,35,26
62056,35,27
428849,35,26
432994,35,29
337123,35,27
144798,35,29
69580,35,27
213494,35,31
47469,35,34
196780,35,33
351879,35,22
43397,35,29
424632,35,31
114927,35,31
262065,35,22
114881,35,20
85654,35,27
213544,35,19
49745,35,11
298588,35,24
17626,35,29
452180,35,31
452279,35,28
52132,35,32
366525,35,30
355182,35,32
197394,35,26
315620,35,30
137472,35,27
120336,35,21
386027,35,34
28481,35,25
439358,35,25
147930,35,30
93706,35,26
357925,35,19
101926,35,8
345869,35,28
35119,35,23
293972,35,13
60515,35,17
158862,35,29
269110,35,6
197925,35,21
385959,35,30
35221,35,18
90129,35,21
268885,35,24
9468,35,28
55402,35,30
268682,35,25
334342,35,20
432892,35,31
371713,35,18
184488,35,22
252320,35,30
85771,35,7
279197,35,31
156767,35,17
392187,35,18
392316,35,27
231228,35,25
378861,35,28
359985,35,22
460582,35,21
460607,35,10
3125,35,32
256088,35,25
110243,35,29
196316,35,20
187792,35,33
435576,35,33
398893,35,31
216250,35,30
131611,35,17
328476,35,19
427017,35,21
463189,35,31
379387,35,13
146264,35,24
289745,35,33
128367,35,28
85876,35,22
85988,35,30
191686,35,31
256039,35,30
110207,35,34
79684,35,23
386370,35,25
41511,35,9
435676,35,24
16304,35,25
293458,35,22
354840,35,23
435849,35,30
16282,35,33
405992,35,18
312665,35,27
431197,35,14
228151,35,19
228180,35,28
191552,35,31
307212,35,22
246149,35,20
115567,35,25
189155,35,23
268266,35,27
90715,35,18
41471,35,11
263558,35,27
365153,35,28
103606,35,31
292989,35,32
180231,35,28
301634,35,9
18553,35,21
5661,35,26
136971,35,24
451336,35,15
52897,35,31
204982,35,32
307717,35,30
212023,35,35
115725,35,29
231509,35,31
245868,35,25
117858,35,27
211259,35,27
59752,35,18
190818,35,28
418600,35,20
87369,35,26
28842,35,31
90806,35,11
382213,35,35
99485,35,32
354066,35,15
341869,35,4
65420,35,23
292825,35,30
212042,35,25
103759,35,29
344592,35,19
410994,35,33
292516,35,9
53289,35,29
420470,35,16
194064,35,29
34669,35,31
119367,35,23
134799,35,24
384453,35,13
271950,35,18
319608,35,16
91021,35,21
130885,35,30
63940,35,22
140230,35,26
61687,35,32
25844,35,31
299640,35,23
68390,35,30
372616,35,32
431694,35,20
111665,35,32
150070,35,26
116302,35,33
185628,35,25
166583,35,27
141867,35,29
276622,35,23
157473,35,30
264732,35,25
2826,35,31
105810,35,16
194179,35,30
20253,35,32
329906,35,33
121787,35,28
74213,35,31
402703,35,26
372464,35,35
155414,35,32
374245,35,23
457122,35,20
222465,35,19
403207,35,27
344428,35,20
462872,35,14
310130,35,22
310387,35,22
29029,35,31
267839,35,30
239895,35,29
80801,35,30
153504,35,17
77155,35,8
446578,35,32
357697,35,28
120518,35,32
201429,35,22
391136,35,28
276591,35,20
276598,35,32
264881,35,25
450545,35,28
77778,35,33
318326,35,32
232194,35,31
318425,35,23
68561,35,26
414182,35,19
5061,35,25
239750,35,20
125212,35,32
292036,35,30
208820,35,13
143180,35,16
329587,35,5
462033,35,19
185303,35,16
176879,35,28
11680,35,31
92465,35,29
110800,35,25
222522,35,32
153355,35,5
403123,35,14
300152,35,25
105187,35,20
127083,35,30
289973,35,29
342538,35,17
342556,35,28
348668,35,19
283186,35,31
41315,35,30
353038,35,33
150695,35,30
282721,35,32
21832,35,24
362701,35,29
400153,35,32
224877,35,29
179728,35,20
323969,35,27
111199,35,27
218541,35,25
5323,35,29
254861,35,23
236399,35,29
116885,35,27
380898,35,28
329480,35,20
217050,35,30
437539,35,32
92391,35,18
421733,35,27
122263,35,24
147121,35,26
162226,35,33
426277,35,24
418514,35,32
198977,35,32
417342,35,31
39188,35,30
309461,35,27
152844,35,23
291050,35,29
64669,35,32
449592,35,22
361094,35,34
329206,35,15
214215,35,27
173138,35,24
228724,35,33
153845,35,26
266526,35,34
15405,35,29
59192,35,21
390577,35,21
232649,35,19
381567,35,15
309872,35,26
290726,35,26
409910,35,13
182407,35,7
61394,35,1
326321,35,30
215201,35,17
124256,35,31
458894,35,29
185800,35,24
227359,35,30
165562,35,26
37760,35,13
350860,35,33
361537,35,11
235567,35,30
218505,35,27
343657,35,31
410099,35,14
146700,35,29
309863,35,27
235001,34,30
351061,34,31
12666,34,31
279878,34,21
198711,34,29
442134,34,27
324819,34,33
76484,34,19
235344,34,20
343940,34,23
400564,34,24
381779,34,25
117352,34,22
162928,34,31
43952,34,19
43949,34,31
217372,34,30
10457,34,16
218498,34,30
286678,34,23
62866,34,32
184206,34,32
57197,34,30
196516,34,21
322715,34,29
48623,34,31
13101,34,18
281353,34,28
111293,34,28
164649,34,18
162218,34,28
414150,34,25
68730,34,31
346300,34,24
222697,34,8
181807,34,32
290841,34,16
92009,34,24
290555,34,26
282861,34,29
407253,34,26
2304,34,29
140577,34,21
317068,34,28
78436,34,23
315870,34,30
86912,34,33
54768,34,30
9012,34,27
92302,34,23
410176,34,16
185430,34,30
381478,34,29
440866,34,24
443766,34,29
437431,34,16
24417,34,25
206842,34,30
466115,34,27
353548,34,8
157438,34,15
242085,34,30
291039,34,22
290107,34,32
9126,34,20
9088,34,26
182413,34,30
266093,34,25
300235,34,32
132756,34,28
214326,34,18
255213,34,24
372858,34,20
224620,34,27
76362,34,28
82354,34,26
137645,34,21
54132,34,30
54128,34,26
194599,34,30
64618,34,17
255235,34,28
255330,34,29
184114,34,29
162353,34,24
68914,34,28
86586,34,27
374135,34,31
110768,34,14
140158,34,32
291455,34,31
391064,34,23
153975,34,16
335989,34,32
32937,34,12
80797,34,22
56941,34,19
316673,34,28
316714,34,25
410460,34,21
175337,34,23
154138,34,11
97303,34,25
39092,34,13
188635,34,30
154631,34,16
407320,34,16
156858,34,18
191449,34,29
110512,34,16
110535,34,29
57346,34,21
273167,34,24
273263,34,28
374243,34,15
348659,34,13
158568,34,20
344262,34,24
318423,34,18
353598,34,22
20354,34,30
96267,34,25
168980,34,31
465949,34,29
9190,34,19
265350,34,12
265100,34,30
432665,34,30
255434,34,22
312800,34,14
206266,34,15
31619,34,24
363193,34,30
386716,34,31
153171,34,32
419450,34,23
382030,34,28
329667,34,28
29505,34,27
65081,34,18
265126,34,34
64999,34,33
234431,34,17
42441,34,29
312906,34,25
418691,34,24
69227,34,24
233448,34,29
464034,34,30
31633,34,17
336200,34,19
225095,34,18
158594,34,22
264947,34,16
292049,34,24
440650,34,22
329830,34,26
134193,34,28
299253,34,25
372313,34,11
255737,34,26
374826,34,19
62646,34,11
414419,34,32
334764,34,30
357779,34,13
14505,34,28
29016,34,33
425094,34,17
188718,34,23
2640,34,33
315602,34,21
391354,34,32
175435,34,20
143143,34,33
218329,34,10
271932,34,16
181912,34,25
57386,34,28
301799,34,31
87547,34,29
363578,34,17
264876,34,28
216694,34,32
211718,34,20
329990,34,27
391226,34,11
310524,34,11
450711,34,29
105743,34,12
436311,34,20
101969,34,15
336861,34,26
240068,34,22
302751,34,31
372005,34,28
409618,34,32
391436,34,27
440691,34,13
268105,34,30
217485,34,23
342196,34,26
292220,34,28
455857,34,28
87512,34,26
17749,34,27
228069,34,31
69537,34,24
69504,34,20
213576,34,30
327304,34,15
399569,34,22
363803,34,25
53460,34,30
166755,34,26
168694,34,26
197614,34,31
330307,34,27
348162,34,17
231777,34,30
2867,34,32
55239,34,15
27701,34,29
413251,34,21
186082,34,26
238804,34,14
286165,34,23
346593,34,20
334404,34,25
360609,34,5
364265,34,28
364465,34,23
53212,34,27
194169,34,27
170231,34,28
298828,34,15
112414,34,25
273468,34,20
273323,34,30
345807,34,15
345806,34,27
130013,34,29
344421,34,20
277542,34,20
277575,34,32
106010,34,22
263801,34,18
382389,34,23
276328,34,15
133974,34,28
185238,34,26
245048,34,31
154759,34,20
172901,34,20
96869,34,25
220250,34,30
157256,34,16
375532,34,24
430527,34,25
227935,34,30
280382,34,29
75032,34,18
268135,34,30
167412,34,10
103721,34,9
410950,34,33
174206,34,25
348273,34,25
348332,34,20
106152,34,30
323835,34,28
298396,34,25
109760,34,29
122425,34,30
302909,34,6
190503,34,25
251499,34,12
273424,34,31
442994,34,22
74174,34,27
280091,34,19
141454,34,25
199541,34,27
391837,34,30
45087,34,21
72521,34,12
415145,34,22
170820,34,24
337367,34,16
313270,34,29
174576,34,32
2006,34,22
39490,34,26
391852,34,25
245676,34,31
189111,34,17
166333,34,15
263312,34,23
263916,34,27
251515,34,6
50062,34,28
238590,34,24
85297,34,34
263608,34,32
263670,34,21
201667,34,18
201610,34,20
307442,34,27
307355,34,24
330900,34,17
217585,34,22
289850,34,29
16125,34,30
399049,34,10
10107,34,18
223111,34,32
10076,34,24
136768,34,26
135975,34,24
293289,34,32
293316,34,30
399022,34,20
52783,34,15
52747,34,23
293332,34,29
289788,34,30
95424,34,28
99700,34,29
276029,34,28
444636,34,22
115540,34,32
331079,34,19
428701,34,21
115326,34,16
179383,34,19
22832,34,22
340691,34,18
454878,34,17
43025,34,27
222208,34,12
62498,34,28
297965,34,16
433284,34,28
370732,34,30
365407,34,19
149655,34,25
33695,34,28
392082,34,21
137464,34,30
66085,34,32
270523,34,8
102431,34,27
156464,34,27
140418,34,32
337850,34,9
345563,34,25
315937,34,11
420072,34,21
206002,34,26
281470,34,22
278375,34,26
323061,34,23
207630,34,23
234007,34,21
98101,34,25
129292,34,24
313698,34,29
113001,34,31
229745,34,13
430007,34,30
315852,34,17
293864,34,28
322348,34,28
75831,34,30
246555,34,9
45377,34,17
212359,34,33
351387,34,29
340420,34,33
433596,34,31
396809,34,29
50329,34,24
422574,34,30
125734,34,28
1644,34,23
285384,34,17
32553,34,25
403660,34,24
164232,34,32
360089,34,29
151508,34,15
354987,34,28
416405,34,23
3342,34,21
153250,34,29
28620,34,19
340272,34,8
14726,34,22
93364,34,21
338125,34,27
327740,34,30
227420,34,26
454263,34,19
36127,34,22
139498,34,23
226230,34,31
52459,34,25
262595,34,29
398674,34,27
24613,34,27
404121,34,17
355155,34,32
444888,34,15
428806,34,17
258411,34,30
433567,34,13
176197,34,30
76727,34,28
274425,34,32
274423,34,27
128563,34,30
13985,34,29
30345,34,26
16509,34,22
306256,34,21
90056,34,27
366618,34,21
144101,34,20
259076,34,27
108713,34,25
258999,34,20
50628,34,27
192233,34,18
296889,34,27
17185,34,29
81166,34,13
250304,34,24
37900,34,29
158917,34,7
118033,34,25
310908,34,24
7438,34,21
269327,34,14
182205,34,27
55742,34,29
55710,34,27
227206,34,28
108549,34,28
376891,34,18
459056,34,20
327804,34,26
358984,34,7
14759,34,23
345488,34,13
258894,34,29
359734,34,17
411936,34,21
177865,34,27
3491,34,17
315304,34,29
318753,34,22
344874,34,15
208989,34,14
397280,34,25
128581,34,16
100457,34,26
70237,34,26
249662,34,28
304332,34,11
169682,34,27
45836,34,29
378408,34,28
114851,34,13
45759,34,13
146113,34,31
233098,34,31
311133,34,15
187235,34,31
326217,34,19
238119,34,29
234048,34,29
206467,34,32
249242,34,16
377008,34,27
189961,34,17
197005,34,34
338543,34,13
35837,34,17
226468,34,31
359567,34,24
92960,34,15
443408,34,26
443329,34,30
141143,34,32
440158,34,22
172269,34,20
172247,34,18
434116,34,20
108387,34,22
412420,34,14
338866,34,32
84608,34,28
304704,34,19
445135,34,13
408059,34,20
94966,34,11
304558,34,17
249262,34,27
338767,34,28
259912,34,30
102859,34,27
175186,34,31
278132,34,29
278075,34,22
163848,34,23
305007,34,28
183342,34,32
367172,34,25
178033,34,30
23116,34,30
107723,34,33
385687,34,26
161788,34,28
21624,34,30
74006,34,31
230716,34,29
284603,34,32
151468,34,18
151950,34,25
295209,34,14
75920,34,29
412416,34,21
284839,34,27
198204,34,22
313829,34,19
295942,34,31
368489,34,26
397814,34,29
269620,34,26
218973,34,18
311215,34,30
443324,34,27
322619,34,8
144307,34,29
28238,34,12
215759,34,31
332504,34,24
429700,34,32
114134,34,28
412260,34,21
66738,34,31
412121,34,23
434684,34,24
107884,34,31
332227,34,20
46097,34,27
378003,34,29
120011,34,29
119983,34,27
24304,34,26
135004,34,12
120070,34,18
161942,34,26
233249,34,26
114204,34,28
19417,34,27
75509,34,18
199732,34,22
429338,34,33
260534,34,28
230502,34,23
459524,34,28
114373,34,26
230647,34,31
133632,34,22
134618,34,29
382844,34,28
136828,34,19
324720,34,31
74505,34,25
235265,34,24
462643,34,19
310175,34,31
449472,34,33
48696,34,28
335486,34,27
111094,34,17
373595,34,29
196463,34,34
218441,34,28
74491,34,30
121166,34,23
279583,34,29
419567,34,29
186653,34,31
79517,33,21
127303,33,31
186557,33,27
121589,33,18
57017,33,17
214217,33,28
176127,33,31
266761,33,21
343637,33,19
343679,33,28
423120,33,20
373661,33,27
395152,33,30
281336,33,30
281384,33,28
315897,33,16
174923,33,12
357446,33,13
272261,33,15
343520,33,32
266538,33,29
217387,33,17
349035,33,23
188455,33,16
243087,33,10
121103,33,25
345122,33,22
260203,33,21
397780,33,27
260224,33,28
332543,33,28
377525,33,18
13981,33,11
421363,33,31
126081,33,26
107992,33,30
412259,33,30
397845,33,30
51495,33,18
415888,33,20
319905,33,16
212705,33,13
327992,33,21
405508,33,27
368315,33,19
368503,33,28
107619,33,31
66673,33,21
103014,33,28
118215,33,19
205859,33,22
81374,33,33
81345,33,23
98595,33,20
59519,33,21
107893,33,33
453097,33,28
429526,33,26
76146,33,12
269495,33,26
103044,33,28
195823,33,29
226682,33,28
385833,33,31
313985,33,32
26280,33,27
423289,33,24
434808,33,31
434846,33,20
16899,33,27
422829,33,22
318985,33,22
355424,33,17
25205,33,29
215348,33,30
182099,33,22
279069,33,24
429857,33,28
3903,33,24
248857,33,22
332605,33,3
70314,33,23
215537,33,32
51695,33,27
166032,33,30
166014,33,13
459776,33,28
138132,33,28
247566,33,29
378241,33,27
37976,33,11
84647,33,21
355852,33,29
288425,33,15
296646,33,31
107460,33,20
126252,33,14
316390,33,27
359577,33,22
359634,33,32
355238,33,22
58161,33,18
100193,33,18
284939,33,29
204249,33,17
138339,33,27
150482,33,29
332991,33,27
338482,33,29
88860,33,28
397190,33,30
433834,33,16
132124,33,22
296845,33,24
208959,33,18
31205,33,25
315265,33,27
378335,33,25
45831,33,26
230971,33,27
247352,33,27
323096,33,26
304433,33,26
415524,33,28
433800,33,24
270082,33,13
14741,33,15
88757,33,28
289336,33,33
452231,33,33
19677,33,18
247417,33,26
318960,33,28
422879,33,31
153994,33,26
367018,33,28
215429,33,30
108496,33,27
90077,33,24
297034,33,30
88691,33,28
458891,33,27
37890,33,26
46858,33,27
376675,33,19
262162,33,17
92930,33,30
284420,33,25
247026,33,23
114925,33,25
176840,33,22
310821,33,27
9744,33,23
202451,33,24
258368,33,21
132201,33,30
119816,33,30
238204,33,25
430113,33,7
4336,33,26
269140,33,19
366214,33,23
28477,33,29
212412,33,20
416247,33,23
275619,33,25
347852,33,29
284574,33,31
294392,33,33
90083,33,14
277673,33,11
405200,33,27
417870,33,29
28537,33,16
401411,33,10
195573,33,19
16552,33,29
411858,33,9
314118,33,29
121893,33,25
378867,33,19
444857,33,26
331468,33,29
114923,33,20
223736,33,31
138380,33,28
250533,33,31
56223,33,24
438502,33,29
258690,33,22
370014,33,28
213230,33,17
369975,33,30
36119,33,14
370162,33,13
262462,33,32
115089,33,27
189286,33,19
392389,33,28
379111,33,22
441437,33,20
98750,33,26
61926,33,26
268788,33,23
6337,33,15
338130,33,30
408126,33,14
285279,33,23
10918,33,27
376332,33,27
293775,33,26
317296,33,12
58362,33,30
294291,33,19
187024,33,27
60551,33,23
350684,33,21
442512,33,21
200328,33,28
315903,33,22
227628,33,21
402145,33,17
21470,33,29
229746,33,25
251032,33,26
190264,33,21
303954,33,31
333518,33,17
7739,33,24
398732,33,20
77648,33,25
38582,33,27
460520,33,16
177822,33,29
285520,33,15
214987,33,14
88160,33,13
159306,33,28
257324,33,26
451772,33,27
126524,33,31
195553,33,17
146790,33,27
417895,33,30
122750,33,17
137436,33,24
66083,33,27
365692,33,24
262653,33,25
370365,33,19
157552,33,26
276181,33,30
99688,33,17
99667,33,17
58417,33,21
293476,33,32
210122,33,21
423735,33,18
284286,33,19
460614,33,16
63859,33,16
437767,33,20
227621,33,20
191966,33,20
297685,33,20
27859,33,26
78562,33,24
106299,33,10
41469,33,23
257402,33,10
454735,33,24
119630,33,23
80173,33,23
73743,33,31
298023,33,16
180145,33,16
27802,33,19
303791,33,22
251125,33,30
251254,33,31
293284,33,24
30551,33,26
263386,33,27
263547,33,31
421529,33,24
198446,33,24
141549,33,25
370850,33,31
370984,33,14
49960,33,26
388829,33,32
1033,33,30
238586,33,23
303481,33,23
415176,33,26
69830,33,32
45190,33,18
179992,33,25
156485,33,27
191829,33,20
175074,33,32
280810,33,18
98201,33,32
32639,33,30
403539,33,29
383257,33,14
240296,33,28
312326,33,28
371344,33,22
117870,33,16
382421,33,2
123555,33,19
204989,33,31
428484,33,28
155079,33,15
85459,33,26
351932,33,27
384744,33,18
144785,33,21
408923,33,23
314515,33,22
280088,33,27
31385,33,22
60127,33,26
11577,33,28
199551,33,24
391688,33,14
43581,33,16
241713,33,12
69688,33,18
93729,33,18
125466,33,28
278549,33,17
157276,33,27
10837,33,19
356384,33,23
445860,33,6
286070,33,29
251812,33,30
207162,33,20
323676,33,28
55348,33,23
401118,33,19
99476,33,25
444260,33,27
178873,33,21
99496,33,23
349348,33,5
277442,33,28
382347,33,3
341726,33,20
90823,33,11
65516,33,25
139724,33,22
225533,33,18
90954,33,32
224130,33,27
276314,33,22
244871,33,32
461188,33,27
115792,33,28
442021,33,31
308105,33,30
440502,33,29
159446,33,21
396303,33,18
138578,33,31
458038,33,31
408281,33,29
281219,33,28
281203,33,30
287124,33,29
56653,33,22
125398,33,17
407498,33,31
103782,33,22
11666,33,12
99427,33,15
110164,33,15
134863,33,31
119540,33,22
384616,33,18
119564,33,28
85722,33,22
302662,33,25
414786,33,32
264133,33,11
293009,33,28
292559,33,20
139757,33,29
65313,33,31
461309,33,29
308309,33,20
380291,33,27
71748,33,14
330141,33,26
4720,33,28
252343,33,22
455745,33,21
256269,33,28
455539,33,28
336938,33,32
17724,33,9
47718,33,15
194232,33,31
158677,33,9
364203,33,19
364249,33,24
201434,33,31
455388,33,29
372000,33,31
37359,33,31
457578,33,30
252518,33,25
190695,33,22
255790,33,25
255776,33,24
455870,33,27
395884,33,30
139814,33,17
342236,33,27
409771,33,13
344339,33,32
422360,33,24
417234,33,33
330073,33,29
181729,33,26
196660,33,20
301967,33,25
252676,33,26
252980,33,28
119475,33,27
464496,33,17
214617,33,10
322424,33,15
363567,33,22
363612,33,28
380605,33,28
380647,33,30
15898,33,29
463989,33,22
172913,33,25
372252,33,21
374784,33,18
203543,33,24
253151,33,20
271873,33,32
93883,33,22
391239,33,22
234368,33,29
236956,33,25
41411,33,30
25688,33,13
315669,33,28
244491,33,23
134177,33,31
273367,33,26
403350,33,29
73377,33,18
278412,33,28
185989,33,25
76076,33,23
178726,33,31
144958,33,30
216793,33,24
65188,33,21
194338,33,29
399666,33,24
342332,33,19
22716,33,22
197659,33,31
82539,33,15
391177,33,16
49337,33,26
210693,33,30
206280,33,31
426030,33,27
426120,33,32
389219,33,26
349834,33,27
349994,33,28
301326,33,32
152348,33,16
419461,33,28
465955,33,27
141865,33,30
444177,33,12
216862,33,28
210585,33,25
137163,33,21
219612,33,16
124882,33,28
374390,33,18
336099,33,27
68403,33,29
456257,33,13
156624,33,29
286252,33,21
446100,33,24
300068,33,17
58983,33,16
201277,33,22
291413,33,29
265311,33,23
