visitorid,itemid,recommendation_score
311797,69081,1.0
311797,143316,1.0
311797,256694,1.0
311797,97890,1.0
311797,55072,1.0
312253,358819,4.0
312253,337166,1.0
312253,301547,1.0
312253,118633,1.0
312253,39207,1.0
312253,69081,1.0
312253,143316,1.0
312253,256694,1.0
312253,97890,1.0
312253,55072,1.0
312842,119736,91.0
312842,409804,35.0
312842,213834,34.0
312842,439963,32.0
312842,355994,30.0
312842,235559,27.0
312842,65021,25.0
312842,338395,25.0
312842,282385,22.0
312842,182407,21.0
312880,358819,4.0
312880,39207,1.0
312880,143316,1.0
312880,256694,1.0
312880,97890,1.0
312880,55072,1.0
312880,311886,1.0
312880,380693,1.0
312880,202168,1.0
312880,296217,1.0
313068,119736,91.0
313068,409804,35.0
313068,213834,34.0
313068,439963,32.0
313068,355994,30.0
313068,235559,27.0
313068,65021,25.0
313068,338395,25.0
313068,282385,22.0
313068,445351,21.0
313660,358819,4.0
313660,337166,1.0
313660,301547,1.0
313660,118633,1.0
313660,39207,1.0
313660,69081,1.0
313660,143316,1.0
313660,256694,1.0
313660,97890,1.0
313660,55072,1.0
313683,358819,4.0
313683,337166,1.0
313683,301547,1.0
313683,118633,1.0
313683,39207,1.0
313683,69081,1.0
313683,143316,1.0
313683,256694,1.0
313683,97890,1.0
313683,55072,1.0
313781,358819,4.0
313781,39207,1.0
313781,143316,1.0
313781,256694,1.0
313781,97890,1.0
313781,55072,1.0
313781,311886,1.0
313781,380693,1.0
313781,202168,1.0
313781,296217,1.0
313816,415385,1.0
313816,97890,1.0
313816,55072,1.0
313816,311886,1.0
313816,380693,1.0
313816,202168,1.0
313816,296217,1.0
313816,298545,1.0
313816,69081,1.0
313816,77298,1.0
313996,37807,1.0
313996,121107,1.0
313996,203185,1.0
313996,311886,1.0
313996,380693,1.0
313996,202168,1.0
313996,296217,1.0
313996,298545,1.0
313996,69081,1.0
313996,77298,1.0
314112,358819,4.0
314112,337166,1.0
314112,301547,1.0
314112,118633,1.0
314112,39207,1.0
314112,69081,1.0
314112,143316,1.0
314112,256694,1.0
314112,97890,1.0
314112,55072,1.0
314149,358819,4.0
314149,337166,1.0
314149,301547,1.0
314149,118633,1.0
314149,39207,1.0
314149,69081,1.0
314149,143316,1.0
314149,256694,1.0
314149,97890,1.0
314149,55072,1.0
314360,97890,1.0
314360,55072,1.0
314360,311886,1.0
314360,380693,1.0
314360,202168,1.0
314360,296217,1.0
314360,298545,1.0
314360,69081,1.0
314360,77298,1.0
314360,207572,1.0
314711,358819,4.0
314711,337166,1.0
314711,301547,1.0
314711,118633,1.0
314711,39207,1.0
314711,69081,1.0
314711,143316,1.0
314711,256694,1.0
314711,97890,1.0
314711,55072,1.0
315305,358819,4.0
315305,337166,1.0
315305,301547,1.0
315305,118633,1.0
315305,39207,1.0
315305,69081,1.0
315305,143316,1.0
315305,256694,1.0
315305,97890,1.0
315305,55072,1.0
315368,358819,4.0
315368,337166,1.0
315368,301547,1.0
315368,118633,1.0
315368,39207,1.0
315368,69081,1.0
315368,143316,1.0
315368,256694,1.0
315368,97890,1.0
315368,55072,1.0
315608,311886,1.0
315608,380693,1.0
315608,202168,1.0
315608,296217,1.0
315608,298545,1.0
315608,69081,1.0
315608,77298,1.0
315608,207572,1.0
315610,119736,91.0
315610,409804,35.0
315610,213834,34.0
315610,439963,32.0
315610,355994,30.0
315610,235559,27.0
315610,65021,25.0
315610,338395,25.0
315610,282385,22.0
315610,442725,21.0
315708,358819,4.0
315708,337166,1.0
315708,301547,1.0
315708,118633,1.0
315708,39207,1.0
315708,69081,1.0
315708,143316,1.0
315708,256694,1.0
315708,97890,1.0
315708,55072,1.0
316203,358819,4.0
316203,337166,1.0
316203,301547,1.0
316203,118633,1.0
316203,39207,1.0
316203,69081,1.0
316203,143316,1.0
316203,256694,1.0
316203,97890,1.0
316203,55072,1.0
316323,358819,4.0
316323,337166,1.0
316323,301547,1.0
316323,118633,1.0
316323,39207,1.0
316323,69081,1.0
316323,143316,1.0
316323,256694,1.0
316323,97890,1.0
316323,55072,1.0
316484,358819,4.0
316484,337166,1.0
316484,301547,1.0
316484,118633,1.0
316484,39207,1.0
316484,69081,1.0
316484,143316,1.0
316484,256694,1.0
316484,97890,1.0
316484,55072,1.0
316744,358819,4.0
316744,461177,1.0
316744,118633,1.0
316744,39207,1.0
316744,143316,1.0
316744,256694,1.0
316744,97890,1.0
316744,55072,1.0
316744,311886,1.0
316744,380693,1.0
316889,119736,91.0
316889,409804,35.0
316889,213834,34.0
316889,439963,32.0
316889,355994,30.0
316889,235559,27.0
316889,65021,25.0
316889,338395,25.0
316889,282385,22.0
316889,442725,21.0
317056,358819,4.0
317056,337166,1.0
317056,301547,1.0
317056,118633,1.0
317056,39207,1.0
317056,69081,1.0
317056,143316,1.0
317056,256694,1.0
317056,97890,1.0
317056,55072,1.0
317436,119736,91.0
317436,409804,35.0
317436,213834,34.0
317436,439963,32.0
317436,355994,30.0
317436,235559,27.0
317436,65021,25.0
317436,338395,25.0
317436,282385,22.0
317436,182407,21.0
317873,358819,4.0
317873,337166,1.0
317873,301547,1.0
317873,118633,1.0
317873,39207,1.0
317873,69081,1.0
317873,143316,1.0
317873,256694,1.0
317873,97890,1.0
317873,55072,1.0
317904,358819,4.0
317904,337166,1.0
317904,301547,1.0
317904,118633,1.0
317904,39207,1.0
317904,69081,1.0
317904,143316,1.0
317904,256694,1.0
317904,97890,1.0
317904,55072,1.0
317931,358819,4.0
317931,337166,1.0
317931,301547,1.0
317931,118633,1.0
317931,39207,1.0
317931,69081,1.0
317931,143316,1.0
317931,256694,1.0
317931,97890,1.0
317931,55072,1.0
317947,358819,4.0
317947,337166,1.0
317947,301547,1.0
317947,118633,1.0
317947,39207,1.0
317947,69081,1.0
317947,143316,1.0
317947,256694,1.0
317947,97890,1.0
317947,55072,1.0
318478,358819,4.0
318478,337166,1.0
318478,301547,1.0
318478,118633,1.0
318478,39207,1.0
318478,69081,1.0
318478,143316,1.0
318478,256694,1.0
318478,97890,1.0
318478,55072,1.0
318510,358819,4.0
318510,337166,1.0
318510,301547,1.0
318510,118633,1.0
318510,39207,1.0
318510,69081,1.0
318510,143316,1.0
318510,256694,1.0
318510,97890,1.0
318510,55072,1.0
318796,358819,4.0
318796,337166,1.0
318796,301547,1.0
318796,118633,1.0
318796,39207,1.0
318796,69081,1.0
318796,143316,1.0
318796,256694,1.0
318796,97890,1.0
318796,55072,1.0
319372,358819,4.0
319372,337166,1.0
319372,301547,1.0
319372,118633,1.0
319372,39207,1.0
319372,69081,1.0
319372,143316,1.0
319372,256694,1.0
319372,97890,1.0
319372,55072,1.0
320145,358819,4.0
320145,337166,1.0
320145,301547,1.0
320145,118633,1.0
320145,39207,1.0
320145,69081,1.0
320145,143316,1.0
320145,256694,1.0
320145,97890,1.0
320145,55072,1.0
320376,358819,4.0
320376,105815,2.0
320376,128043,1.0
320376,118633,1.0
320376,444593,1.0
320376,39207,1.0
320376,143316,1.0
320376,256694,1.0
320376,97890,1.0
320376,55072,1.0
320433,358819,4.0
320433,39207,1.0
320433,305255,1.0
320433,143316,1.0
320433,256694,1.0
320433,97890,1.0
320433,55072,1.0
320433,311886,1.0
320433,380693,1.0
320433,202168,1.0
320502,358819,4.0
320502,337166,1.0
320502,301547,1.0
320502,118633,1.0
320502,39207,1.0
320502,69081,1.0
320502,143316,1.0
320502,256694,1.0
320502,97890,1.0
320502,55072,1.0
320602,358819,4.0
320602,337166,1.0
320602,301547,1.0
320602,118633,1.0
320602,39207,1.0
320602,69081,1.0
320602,143316,1.0
320602,256694,1.0
320602,97890,1.0
320602,55072,1.0
320784,358819,4.0
320784,337166,1.0
320784,301547,1.0
320784,118633,1.0
320784,39207,1.0
320784,69081,1.0
320784,143316,1.0
320784,256694,1.0
320784,97890,1.0
320784,55072,1.0
321516,69081,1.0
321516,97890,1.0
321516,55072,1.0
321516,311886,1.0
321516,380693,1.0
321516,202168,1.0
321516,296217,1.0
321516,298545,1.0
321573,358819,4.0
321573,337166,1.0
321573,301547,1.0
321573,118633,1.0
321573,39207,1.0
321573,69081,1.0
321573,143316,1.0
321573,256694,1.0
321573,97890,1.0
321573,55072,1.0
321599,358819,4.0
321599,337166,1.0
321599,301547,1.0
321599,118633,1.0
321599,39207,1.0
321599,69081,1.0
321599,143316,1.0
321599,256694,1.0
321599,97890,1.0
321599,55072,1.0
321712,358819,4.0
321712,337166,1.0
321712,301547,1.0
321712,118633,1.0
321712,39207,1.0
321712,69081,1.0
321712,143316,1.0
321712,256694,1.0
321712,97890,1.0
321712,55072,1.0
321827,358819,4.0
321827,337166,1.0
321827,301547,1.0
321827,118633,1.0
321827,39207,1.0
321827,69081,1.0
321827,143316,1.0
321827,256694,1.0
321827,97890,1.0
321827,55072,1.0
321828,358819,4.0
321828,337166,1.0
321828,301547,1.0
321828,118633,1.0
321828,39207,1.0
321828,69081,1.0
321828,143316,1.0
321828,256694,1.0
321828,97890,1.0
321828,55072,1.0
322044,358819,4.0
322044,337166,1.0
322044,301547,1.0
322044,118633,1.0
322044,39207,1.0
322044,69081,1.0
322044,143316,1.0
322044,256694,1.0
322044,97890,1.0
322044,55072,1.0
322553,358819,4.0
322553,337166,1.0
322553,301547,1.0
322553,118633,1.0
322553,39207,1.0
322553,69081,1.0
322553,143316,1.0
322553,256694,1.0
322553,97890,1.0
322553,55072,1.0
323057,358819,4.0
323057,337166,1.0
323057,301547,1.0
323057,118633,1.0
323057,39207,1.0
323057,69081,1.0
323057,143316,1.0
323057,256694,1.0
323057,97890,1.0
323057,55072,1.0
324621,358819,4.0
324621,39207,1.0
324621,143316,1.0
324621,256694,1.0
324621,97890,1.0
324621,55072,1.0
324621,311886,1.0
324621,380693,1.0
324621,202168,1.0
324621,296217,1.0
324643,215483,1.0
324643,97890,1.0
324643,55072,1.0
324643,311886,1.0
324643,380693,1.0
324643,202168,1.0
324643,296217,1.0
324643,298545,1.0
324643,69081,1.0
324643,77298,1.0
324900,48030,9.0
324900,358819,4.0
324900,364008,2.0
324900,73364,1.0
324900,10192,1.0
324900,170372,1.0
324900,118633,1.0
324900,39207,1.0
324900,143316,1.0
324900,247816,1.0
324966,358819,4.0
324966,337166,1.0
324966,301547,1.0
324966,118633,1.0
324966,39207,1.0
324966,69081,1.0
324966,143316,1.0
324966,256694,1.0
324966,97890,1.0
324966,55072,1.0
325115,358819,4.0
325115,39207,1.0
325115,314903,1.0
325115,143316,1.0
325115,256694,1.0
325115,97890,1.0
325115,55072,1.0
325115,311886,1.0
325115,380693,1.0
325115,202168,1.0
325445,358819,4.0
325445,337166,1.0
325445,301547,1.0
325445,118633,1.0
325445,39207,1.0
325445,69081,1.0
325445,143316,1.0
325445,256694,1.0
325445,97890,1.0
325445,55072,1.0
325464,358819,4.0
325464,337166,1.0
325464,301547,1.0
325464,118633,1.0
325464,39207,1.0
325464,69081,1.0
325464,143316,1.0
325464,256694,1.0
325464,97890,1.0
325464,55072,1.0
325774,358819,4.0
325774,337166,1.0
325774,301547,1.0
325774,118633,1.0
325774,39207,1.0
325774,69081,1.0
325774,143316,1.0
325774,256694,1.0
325774,97890,1.0
325774,55072,1.0
325906,358819,4.0
325906,337166,1.0
325906,301547,1.0
325906,118633,1.0
325906,39207,1.0
325906,69081,1.0
325906,143316,1.0
325906,256694,1.0
325906,97890,1.0
325906,55072,1.0
326055,358819,4.0
326055,337166,1.0
326055,301547,1.0
326055,118633,1.0
326055,39207,1.0
326055,69081,1.0
326055,143316,1.0
326055,256694,1.0
326055,97890,1.0
326055,55072,1.0
326412,358819,4.0
326412,337166,1.0
326412,301547,1.0
326412,118633,1.0
326412,39207,1.0
326412,69081,1.0
326412,143316,1.0
326412,256694,1.0
326412,97890,1.0
326412,55072,1.0
326478,358819,4.0
326478,43330,1.0
326478,25235,1.0
326478,99656,1.0
326478,121835,1.0
326478,143778,1.0
326478,61529,1.0
326478,147417,1.0
326478,374554,1.0
326478,39207,1.0
326575,465472,1.0
326575,400452,1.0
326575,395845,1.0
326575,413951,1.0
326575,290999,1.0
326575,71640,1.0
326575,305656,1.0
326575,441248,1.0
326589,385475,1.0
326589,55072,1.0
326589,311886,1.0
326589,380693,1.0
326589,202168,1.0
326589,296217,1.0
326589,298545,1.0
326589,69081,1.0
326673,358819,4.0
326673,11316,1.0
326673,93873,1.0
326673,108230,1.0
326673,224690,1.0
326673,225261,1.0
326673,277328,1.0
326673,324308,1.0
326673,377419,1.0
326673,93705,1.0
326757,358819,4.0
326757,337166,1.0
326757,301547,1.0
326757,118633,1.0
326757,39207,1.0
326757,69081,1.0
326757,143316,1.0
326757,256694,1.0
326757,97890,1.0
326757,55072,1.0
326835,358819,4.0
326835,337166,1.0
326835,301547,1.0
326835,118633,1.0
326835,39207,1.0
326835,69081,1.0
326835,143316,1.0
326835,256694,1.0
326835,97890,1.0
326835,55072,1.0
327165,358819,4.0
327165,337166,1.0
327165,301547,1.0
327165,118633,1.0
327165,39207,1.0
327165,69081,1.0
327165,143316,1.0
327165,256694,1.0
327165,97890,1.0
327165,55072,1.0
327264,358819,4.0
327264,337166,1.0
327264,301547,1.0
327264,118633,1.0
327264,39207,1.0
327264,69081,1.0
327264,143316,1.0
327264,256694,1.0
327264,97890,1.0
327264,55072,1.0
327440,358819,4.0
327440,337166,1.0
327440,301547,1.0
327440,118633,1.0
327440,39207,1.0
327440,69081,1.0
327440,143316,1.0
327440,256694,1.0
327440,97890,1.0
327440,55072,1.0
327766,358819,4.0
327766,336393,1.0
327766,363122,1.0
327766,39207,1.0
327766,143316,1.0
327766,256694,1.0
327766,97890,1.0
327766,55072,1.0
327766,311886,1.0
327766,380693,1.0
327900,358819,4.0
327900,337166,1.0
327900,301547,1.0
327900,118633,1.0
327900,39207,1.0
327900,69081,1.0
327900,143316,1.0
327900,256694,1.0
327900,97890,1.0
327900,55072,1.0
329161,358819,4.0
329161,337166,1.0
329161,301547,1.0
329161,118633,1.0
329161,39207,1.0
329161,69081,1.0
329161,143316,1.0
329161,256694,1.0
329161,97890,1.0
329161,55072,1.0
329165,358819,4.0
329165,337166,1.0
329165,301547,1.0
329165,118633,1.0
329165,39207,1.0
329165,69081,1.0
329165,143316,1.0
329165,256694,1.0
329165,97890,1.0
329165,55072,1.0
329228,119736,91.0
329228,409804,35.0
329228,213834,34.0
329228,439963,32.0
329228,355994,30.0
329228,235559,27.0
329228,65021,25.0
329228,338395,25.0
329228,282385,22.0
329228,442725,21.0
329472,358819,4.0
329472,337166,1.0
329472,301547,1.0
329472,118633,1.0
329472,39207,1.0
329472,69081,1.0
329472,143316,1.0
329472,256694,1.0
329472,97890,1.0
329472,55072,1.0
330004,358819,4.0
330004,337166,1.0
330004,301547,1.0
330004,118633,1.0
330004,39207,1.0
330004,69081,1.0
330004,143316,1.0
330004,256694,1.0
330004,97890,1.0
330004,55072,1.0
330400,358819,4.0
330400,337166,1.0
330400,301547,1.0
330400,118633,1.0
330400,39207,1.0
330400,69081,1.0
330400,143316,1.0
330400,256694,1.0
330400,97890,1.0
330400,55072,1.0
330473,358819,4.0
330473,39207,1.0
330473,143316,1.0
330473,256694,1.0
330473,97890,1.0
330473,55072,1.0
330473,311886,1.0
330473,380693,1.0
330473,202168,1.0
330473,296217,1.0
330746,358819,4.0
330746,337166,1.0
330746,301547,1.0
330746,118633,1.0
330746,39207,1.0
330746,69081,1.0
330746,143316,1.0
330746,256694,1.0
330746,97890,1.0
330746,55072,1.0
330753,358819,4.0
330753,337166,1.0
330753,301547,1.0
330753,118633,1.0
330753,39207,1.0
330753,69081,1.0
330753,143316,1.0
330753,256694,1.0
330753,97890,1.0
330753,55072,1.0
331777,358819,4.0
331777,337166,1.0
331777,301547,1.0
331777,118633,1.0
331777,39207,1.0
331777,69081,1.0
331777,143316,1.0
331777,256694,1.0
331777,97890,1.0
331777,55072,1.0
332001,358819,4.0
332001,337166,1.0
332001,301547,1.0
332001,118633,1.0
332001,39207,1.0
332001,69081,1.0
332001,143316,1.0
332001,256694,1.0
332001,97890,1.0
332001,55072,1.0
332120,358819,4.0
332120,337166,1.0
332120,301547,1.0
332120,118633,1.0
332120,39207,1.0
332120,69081,1.0
332120,143316,1.0
332120,256694,1.0
332120,97890,1.0
332120,55072,1.0
332450,358819,4.0
332450,337166,1.0
332450,301547,1.0
332450,118633,1.0
332450,39207,1.0
332450,69081,1.0
332450,143316,1.0
332450,256694,1.0
332450,97890,1.0
332450,55072,1.0
332459,358819,4.0
332459,337166,1.0
332459,301547,1.0
332459,118633,1.0
332459,39207,1.0
332459,69081,1.0
332459,143316,1.0
332459,256694,1.0
332459,97890,1.0
332459,55072,1.0
332701,358819,4.0
332701,337166,1.0
332701,301547,1.0
332701,118633,1.0
332701,39207,1.0
332701,69081,1.0
332701,143316,1.0
332701,256694,1.0
332701,97890,1.0
332701,55072,1.0
332714,358819,4.0
332714,337166,1.0
332714,301547,1.0
332714,118633,1.0
332714,39207,1.0
332714,69081,1.0
332714,143316,1.0
332714,256694,1.0
332714,97890,1.0
332714,55072,1.0
332956,119736,91.0
332956,409804,35.0
332956,213834,34.0
332956,439963,32.0
332956,355994,31.0
332956,235559,27.0
332956,338395,25.0
332956,65021,25.0
332956,282385,22.0
332956,442725,21.0
333405,358819,4.0
333405,39207,1.0
333405,143316,1.0
333405,256694,1.0
333405,97890,1.0
333405,55072,1.0
333405,311886,1.0
333405,380693,1.0
333405,202168,1.0
333405,296217,1.0
333413,358819,4.0
333413,337166,1.0
333413,301547,1.0
333413,118633,1.0
333413,39207,1.0
333413,69081,1.0
333413,143316,1.0
333413,256694,1.0
333413,97890,1.0
333413,55072,1.0
333714,183178,37.0
333714,252824,11.0
333714,210896,6.0
333714,294242,5.0
333714,358819,4.0
333714,99263,3.0
333714,36906,2.0
333714,172293,2.0
333714,356048,2.0
333714,435676,2.0
334030,358819,4.0
334030,337166,1.0
334030,301547,1.0
334030,118633,1.0
334030,39207,1.0
334030,69081,1.0
334030,143316,1.0
334030,256694,1.0
334030,97890,1.0
334030,55072,1.0
334055,358819,4.0
334055,337166,1.0
334055,301547,1.0
334055,118633,1.0
334055,39207,1.0
334055,69081,1.0
334055,143316,1.0
334055,256694,1.0
334055,97890,1.0
334055,55072,1.0
334138,358819,4.0
334138,337166,1.0
334138,301547,1.0
334138,118633,1.0
334138,39207,1.0
334138,69081,1.0
334138,143316,1.0
334138,256694,1.0
334138,97890,1.0
334138,55072,1.0
334312,119736,91.0
334312,409804,35.0
334312,213834,34.0
334312,439963,32.0
334312,355994,30.0
334312,235559,27.0
334312,65021,25.0
334312,338395,25.0
334312,282385,22.0
334312,442725,21.0
334526,358819,4.0
334526,337166,1.0
334526,301547,1.0
334526,118633,1.0
334526,39207,1.0
334526,69081,1.0
334526,143316,1.0
334526,256694,1.0
334526,97890,1.0
334526,55072,1.0
334628,358819,4.0
334628,226245,3.0
334628,5848,2.0
334628,120287,2.0
334628,37184,1.0
334628,28523,1.0
334628,9088,1.0
334628,63379,1.0
334628,66258,1.0
334628,68048,1.0
334706,358819,4.0
334706,337166,1.0
334706,301547,1.0
334706,118633,1.0
334706,39207,1.0
334706,69081,1.0
334706,143316,1.0
334706,256694,1.0
334706,97890,1.0
334706,55072,1.0
334778,358819,4.0
334778,118633,1.0
334778,39207,1.0
334778,143316,1.0
334778,256694,1.0
334778,97890,1.0
334778,55072,1.0
334778,311886,1.0
334778,380693,1.0
334778,202168,1.0
335112,358819,4.0
335112,337166,1.0
335112,301547,1.0
335112,118633,1.0
335112,39207,1.0
335112,69081,1.0
335112,143316,1.0
335112,256694,1.0
335112,97890,1.0
335112,55072,1.0
335292,358819,4.0
335292,337166,1.0
335292,301547,1.0
335292,118633,1.0
335292,39207,1.0
335292,69081,1.0
335292,143316,1.0
335292,256694,1.0
335292,97890,1.0
335292,55072,1.0
335543,119736,91.0
335543,409804,35.0
335543,213834,34.0
335543,439963,32.0
335543,355994,30.0
335543,235559,27.0
335543,338395,25.0
335543,65021,25.0
335543,282385,22.0
335543,182407,21.0
335616,358819,4.0
335616,337166,1.0
335616,301547,1.0
335616,118633,1.0
335616,39207,1.0
335616,69081,1.0
335616,143316,1.0
335616,256694,1.0
335616,97890,1.0
335616,55072,1.0
335950,358819,4.0
335950,337166,1.0
335950,301547,1.0
335950,118633,1.0
335950,39207,1.0
335950,69081,1.0
335950,143316,1.0
335950,256694,1.0
335950,97890,1.0
335950,55072,1.0
335982,358819,4.0
335982,337166,1.0
335982,301547,1.0
335982,118633,1.0
335982,39207,1.0
335982,69081,1.0
335982,143316,1.0
335982,256694,1.0
335982,97890,1.0
335982,55072,1.0
336015,358819,4.0
336015,337166,1.0
336015,301547,1.0
336015,118633,1.0
336015,39207,1.0
336015,69081,1.0
336015,143316,1.0
336015,256694,1.0
336015,97890,1.0
336015,55072,1.0
336176,358819,4.0
336176,337166,1.0
336176,301547,1.0
336176,118633,1.0
336176,39207,1.0
336176,69081,1.0
336176,143316,1.0
336176,256694,1.0
336176,97890,1.0
336176,55072,1.0
336264,119736,91.0
336264,409804,35.0
336264,213834,34.0
336264,439963,32.0
336264,355994,30.0
336264,235559,27.0
336264,65021,25.0
336264,338395,25.0
336264,282385,22.0
336264,442725,21.0
336343,358819,4.0
336343,337166,1.0
336343,301547,1.0
336343,118633,1.0
336343,39207,1.0
336343,69081,1.0
336343,143316,1.0
336343,256694,1.0
336343,97890,1.0
336343,55072,1.0
336431,354982,10.0
336431,296896,9.0
336431,447661,6.0
336431,358819,4.0
336431,92361,2.0
336431,389615,2.0
336431,4364,1.0
336431,6828,1.0
336431,41168,1.0
336431,221236,1.0
336522,358819,4.0
336522,337166,1.0
336522,301547,1.0
336522,118633,1.0
336522,39207,1.0
336522,69081,1.0
336522,143316,1.0
336522,256694,1.0
336522,97890,1.0
336522,55072,1.0
336733,358819,4.0
336733,337166,1.0
336733,301547,1.0
336733,118633,1.0
336733,39207,1.0
336733,69081,1.0
336733,143316,1.0
336733,256694,1.0
336733,97890,1.0
336733,55072,1.0
337135,358819,4.0
337135,337166,1.0
337135,301547,1.0
337135,118633,1.0
337135,39207,1.0
337135,69081,1.0
337135,143316,1.0
337135,256694,1.0
337135,97890,1.0
337135,55072,1.0
337259,358819,4.0
337259,337166,1.0
337259,301547,1.0
337259,118633,1.0
337259,39207,1.0
337259,69081,1.0
337259,143316,1.0
337259,256694,1.0
337259,97890,1.0
337259,55072,1.0
337417,358819,4.0
337417,337166,1.0
337417,301547,1.0
337417,118633,1.0
337417,39207,1.0
337417,69081,1.0
337417,143316,1.0
337417,256694,1.0
337417,97890,1.0
337417,55072,1.0
338110,358819,4.0
338110,337166,1.0
338110,301547,1.0
338110,118633,1.0
338110,39207,1.0
338110,69081,1.0
338110,143316,1.0
338110,256694,1.0
338110,97890,1.0
338110,55072,1.0
340130,358819,4.0
340130,39207,1.0
340130,143316,1.0
340130,256694,1.0
340130,97890,1.0
340130,55072,1.0
340130,311886,1.0
340130,380693,1.0
340130,202168,1.0
340130,296217,1.0
340514,119736,91.0
340514,409804,35.0
340514,213834,34.0
340514,439963,32.0
340514,355994,30.0
340514,235559,27.0
340514,65021,25.0
340514,338395,25.0
340514,282385,22.0
340514,445351,21.0
340682,358819,4.0
340682,39207,1.0
340682,143316,1.0
340682,256694,1.0
340682,97890,1.0
340682,55072,1.0
340682,311886,1.0
340682,380693,1.0
340682,202168,1.0
340682,296217,1.0
340723,358819,4.0
340723,337166,1.0
340723,301547,1.0
340723,118633,1.0
340723,39207,1.0
340723,69081,1.0
340723,143316,1.0
340723,256694,1.0
340723,97890,1.0
340723,55072,1.0
341011,358819,4.0
341011,337166,1.0
341011,301547,1.0
341011,118633,1.0
341011,39207,1.0
341011,69081,1.0
341011,143316,1.0
341011,256694,1.0
341011,97890,1.0
341011,55072,1.0
341190,358819,4.0
341190,337166,1.0
341190,301547,1.0
341190,118633,1.0
341190,39207,1.0
341190,69081,1.0
341190,143316,1.0
341190,256694,1.0
341190,97890,1.0
341190,55072,1.0
341310,358819,4.0
341310,337166,1.0
341310,301547,1.0
341310,118633,1.0
341310,39207,1.0
341310,69081,1.0
341310,143316,1.0
341310,256694,1.0
341310,97890,1.0
341310,55072,1.0
342052,358819,4.0
342052,337166,1.0
342052,301547,1.0
342052,118633,1.0
342052,39207,1.0
342052,69081,1.0
342052,143316,1.0
342052,256694,1.0
342052,97890,1.0
342052,55072,1.0
342099,432152,17.0
342099,105875,15.0
342099,263993,9.0
342099,182730,8.0
342099,257040,6.0
342099,98820,6.0
342099,367083,5.0
342099,358819,4.0
342099,118177,4.0
342099,450455,3.0
342259,358819,4.0
342259,337166,1.0
342259,301547,1.0
342259,118633,1.0
342259,39207,1.0
342259,69081,1.0
342259,143316,1.0
342259,256694,1.0
342259,97890,1.0
342259,55072,1.0
342410,358819,4.0
342410,337166,1.0
342410,301547,1.0
342410,118633,1.0
342410,39207,1.0
342410,69081,1.0
342410,143316,1.0
342410,256694,1.0
342410,97890,1.0
342410,55072,1.0
342448,358819,4.0
342448,337166,1.0
342448,301547,1.0
342448,118633,1.0
342448,39207,1.0
342448,69081,1.0
342448,143316,1.0
342448,256694,1.0
342448,97890,1.0
342448,55072,1.0
342696,358819,4.0
342696,337166,1.0
342696,301547,1.0
342696,118633,1.0
342696,39207,1.0
342696,69081,1.0
342696,143316,1.0
342696,256694,1.0
342696,97890,1.0
342696,55072,1.0
342931,358819,4.0
342931,337166,1.0
342931,301547,1.0
342931,118633,1.0
342931,39207,1.0
342931,69081,1.0
342931,143316,1.0
342931,256694,1.0
342931,97890,1.0
342931,55072,1.0
342976,358819,4.0
342976,337166,1.0
342976,301547,1.0
342976,118633,1.0
342976,39207,1.0
342976,69081,1.0
342976,143316,1.0
342976,256694,1.0
342976,97890,1.0
342976,55072,1.0
343403,358819,4.0
343403,118633,1.0
343403,39207,1.0
343403,143316,1.0
343403,256694,1.0
343403,97890,1.0
343403,55072,1.0
343403,311886,1.0
343403,380693,1.0
343403,202168,1.0
343416,358819,4.0
343416,337166,1.0
343416,301547,1.0
343416,118633,1.0
343416,39207,1.0
343416,69081,1.0
343416,143316,1.0
343416,256694,1.0
343416,97890,1.0
343416,55072,1.0
343926,358819,4.0
343926,337166,1.0
343926,301547,1.0
343926,118633,1.0
343926,39207,1.0
343926,69081,1.0
343926,143316,1.0
343926,256694,1.0
343926,97890,1.0
343926,55072,1.0
344052,358819,4.0
344052,337166,1.0
344052,301547,1.0
344052,118633,1.0
344052,39207,1.0
344052,69081,1.0
344052,143316,1.0
344052,256694,1.0
344052,97890,1.0
344052,55072,1.0
344121,358819,4.0
344121,39207,1.0
344121,143316,1.0
344121,256694,1.0
344121,97890,1.0
344121,55072,1.0
344121,311886,1.0
344121,380693,1.0
344121,202168,1.0
344121,296217,1.0
344265,358819,4.0
344265,337166,1.0
344265,301547,1.0
344265,118633,1.0
344265,39207,1.0
344265,69081,1.0
344265,143316,1.0
344265,256694,1.0
344265,97890,1.0
344265,55072,1.0
344644,358819,4.0
344644,337166,1.0
344644,301547,1.0
344644,118633,1.0
344644,39207,1.0
344644,69081,1.0
344644,143316,1.0
344644,256694,1.0
344644,97890,1.0
344644,55072,1.0
344961,358819,4.0
344961,337166,1.0
344961,301547,1.0
344961,118633,1.0
344961,39207,1.0
344961,69081,1.0
344961,143316,1.0
344961,256694,1.0
344961,97890,1.0
344961,55072,1.0
346085,358819,4.0
346085,337166,1.0
346085,301547,1.0
346085,118633,1.0
346085,39207,1.0
346085,69081,1.0
346085,143316,1.0
346085,256694,1.0
346085,97890,1.0
346085,55072,1.0
346561,358819,4.0
346561,337166,1.0
346561,301547,1.0
346561,118633,1.0
346561,39207,1.0
346561,69081,1.0
346561,143316,1.0
346561,256694,1.0
346561,97890,1.0
346561,55072,1.0
346981,119736,91.0
