visitorid,itemid,recommendation_score,feedback,feedback_score,updated_score,updated_rank,recommendation_score_user,updated_score_user,feedback_score_user,personalization_score,personalized_rank
238998,65021,25.0,Like,1,1.0,7,34.2,1.0,0.9,0.975,7
238998,338395,25.0,Like,1,1.0,8,34.2,1.0,0.9,0.975,8
238998,282385,22.0,Neutral,0,1.0,9,34.2,1.0,0.9,0.975,9
238998,442725,21.0,Like,1,1.0,10,34.2,1.0,0.9,0.975,10
239376,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
239376,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
239376,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
239376,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
239376,39207,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
239376,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
239376,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
239376,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
239376,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
239376,55072,1.0,Neutral,0,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
239771,358819,4.0,Like,1,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
239771,337166,1.0,Neutral,0,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
239771,301547,1.0,Neutral,0,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
239771,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
239771,39207,1.0,Like,1,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
239771,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
239771,143316,1.0,Like,1,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
239771,256694,1.0,Like,1,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
239771,97890,1.0,Like,1,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
239771,55072,1.0,Like,1,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
240125,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
240125,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
240125,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
240125,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
240125,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
240125,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.9,0.975,6
240125,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
240125,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
240125,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
240125,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
240323,358819,4.0,Neutral,0,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
240323,118633,1.0,Like,1,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
240323,39207,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
240323,143316,1.0,Neutral,0,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
240323,256694,1.0,Neutral,0,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
240323,97890,1.0,Like,1,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
240323,55072,1.0,Like,1,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
240323,311886,1.0,Like,1,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
240323,380693,1.0,Like,1,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
240323,202168,1.0,Like,1,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
240651,358819,4.0,Like,1,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
240651,337166,1.0,Like,1,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
240651,301547,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
240651,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
240651,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
240651,69081,1.0,Like,1,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
240651,143316,1.0,Neutral,0,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
240651,256694,1.0,Neutral,0,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
240651,97890,1.0,Like,1,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
240651,55072,1.0,Like,1,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
240767,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
240767,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
240767,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
240767,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
240767,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
240767,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
240767,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
240767,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
240767,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
240767,55072,1.0,Neutral,0,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
241140,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
241140,118633,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
241140,39207,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
241140,143316,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
241140,256694,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
241140,97890,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
241140,55072,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
241140,311886,1.0,Neutral,0,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
241140,380693,1.0,Neutral,0,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
241140,202168,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
241836,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
241836,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
241836,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
241836,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
241836,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
241836,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
241836,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
241836,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
241836,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
241836,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
241994,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
241994,337166,1.0,Neutral,0,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
241994,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
241994,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
241994,39207,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
241994,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
241994,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
241994,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
241994,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
241994,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
242274,358819,4.0,Neutral,0,1.0,1,1.3,1.0,0.9,0.975,1
242274,118633,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
242274,39207,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
242274,143316,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
242274,256694,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
242274,97890,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
242274,55072,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
242274,311886,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
242274,380693,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
242274,202168,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
242591,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
242591,39207,1.0,Neutral,0,1.0,2,1.3,1.0,0.9,0.975,2
242591,143316,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
242591,256694,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
242591,97890,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
242591,55072,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
242591,311886,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
242591,380693,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
242591,202168,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
242591,296217,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
242729,358819,4.0,Like,1,1.0,1,1.3,1.0,0.6,0.9,1
242729,118633,1.0,Like,1,1.0,2,1.3,1.0,0.6,0.9,2
242729,39207,1.0,Neutral,0,1.0,3,1.3,1.0,0.6,0.9,3
242729,143316,1.0,Like,1,1.0,4,1.3,1.0,0.6,0.9,4
242729,256694,1.0,Neutral,0,1.0,5,1.3,1.0,0.6,0.9,5
242729,97890,1.0,Like,1,1.0,6,1.3,1.0,0.6,0.9,6
242729,55072,1.0,Like,1,1.0,7,1.3,1.0,0.6,0.9,7
242729,311886,1.0,Neutral,0,1.0,8,1.3,1.0,0.6,0.9,8
242729,380693,1.0,Neutral,0,1.0,9,1.3,1.0,0.6,0.9,9
242729,202168,1.0,Like,1,1.0,10,1.3,1.0,0.6,0.9,10
242792,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
242792,118633,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
242792,39207,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
242792,143316,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
242792,256694,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
242792,97890,1.0,Neutral,0,1.0,6,1.3,1.0,0.9,0.975,6
242792,55072,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
242792,311886,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
242792,380693,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
242792,202168,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
242795,180294,1.0,Like,1,1.0,1,1.0,1.0,0.8,0.9500000000000001,1
242795,114121,1.0,Like,1,1.0,2,1.0,1.0,0.8,0.9500000000000001,2
242795,132845,1.0,Like,1,1.0,3,1.0,1.0,0.8,0.9500000000000001,3
242795,158515,1.0,Neutral,0,1.0,4,1.0,1.0,0.8,0.9500000000000001,4
242795,170100,1.0,Like,1,1.0,5,1.0,1.0,0.8,0.9500000000000001,5
242795,55072,1.0,Like,1,1.0,6,1.0,1.0,0.8,0.9500000000000001,6
242795,311886,1.0,Like,1,1.0,7,1.0,1.0,0.8,0.9500000000000001,7
242795,380693,1.0,Neutral,0,1.0,8,1.0,1.0,0.8,0.9500000000000001,8
242795,202168,1.0,Like,1,1.0,9,1.0,1.0,0.8,0.9500000000000001,9
242795,296217,1.0,Like,1,1.0,10,1.0,1.0,0.8,0.9500000000000001,10
243288,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
243288,118633,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
243288,39207,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
243288,143316,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
243288,256694,1.0,Neutral,0,1.0,5,1.3,1.0,0.9,0.975,5
243288,97890,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
243288,55072,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
243288,311886,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
243288,380693,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
243288,202168,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
243495,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
243495,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
243495,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
243495,118633,1.0,Neutral,0,1.0,4,1.3,1.0,0.9,0.975,4
243495,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
243495,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
243495,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
243495,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
243495,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
243495,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
243510,358819,4.0,Neutral,0,1.0,1,1.3,1.0,0.5,0.875,1
243510,337166,1.0,Like,1,1.0,2,1.3,1.0,0.5,0.875,2
243510,301547,1.0,Neutral,0,1.0,3,1.3,1.0,0.5,0.875,3
243510,118633,1.0,Neutral,0,1.0,4,1.3,1.0,0.5,0.875,4
243510,39207,1.0,Like,1,1.0,5,1.3,1.0,0.5,0.875,5
243510,69081,1.0,Like,1,1.0,6,1.3,1.0,0.5,0.875,6
243510,143316,1.0,Neutral,0,1.0,7,1.3,1.0,0.5,0.875,7
243510,256694,1.0,Neutral,0,1.0,8,1.3,1.0,0.5,0.875,8
243510,97890,1.0,Like,1,1.0,9,1.3,1.0,0.5,0.875,9
243510,55072,1.0,Like,1,1.0,10,1.3,1.0,0.5,0.875,10
243599,358819,4.0,Like,1,1.0,1,1.7,1.0,0.8,0.9500000000000001,1
243599,147,2.0,Neutral,0,1.0,2,1.7,1.0,0.8,0.9500000000000001,2
243599,188536,2.0,Like,1,1.0,3,1.7,1.0,0.8,0.9500000000000001,3
243599,79572,2.0,Like,1,1.0,4,1.7,1.0,0.8,0.9500000000000001,4
243599,423612,2.0,Like,1,1.0,5,1.7,1.0,0.8,0.9500000000000001,5
243599,52329,1.0,Like,1,1.0,6,1.7,1.0,0.8,0.9500000000000001,6
243599,69974,1.0,Like,1,1.0,7,1.7,1.0,0.8,0.9500000000000001,7
243599,253256,1.0,Like,1,1.0,8,1.7,1.0,0.8,0.9500000000000001,8
243599,272770,1.0,Neutral,0,1.0,9,1.7,1.0,0.8,0.9500000000000001,9
243599,329113,1.0,Like,1,1.0,10,1.7,1.0,0.8,0.9500000000000001,10
243715,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
243715,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
243715,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
243715,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
243715,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
243715,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
243715,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
243715,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
243715,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
243715,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
243807,55072,1.0,Like,1,1.0,1,1.0,1.0,1.0,1.0,1
243807,311886,1.0,Like,1,1.0,2,1.0,1.0,1.0,1.0,2
244064,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
244064,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
244064,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
244064,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
244064,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
244064,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
244064,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
244064,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
244064,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
244064,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
244271,119736,91.0,Like,1,1.0,1,34.2,1.0,0.9,0.975,1
244271,409804,35.0,Like,1,1.0,2,34.2,1.0,0.9,0.975,2
244271,213834,34.0,Like,1,1.0,3,34.2,1.0,0.9,0.975,3
244271,439963,32.0,Like,1,1.0,4,34.2,1.0,0.9,0.975,4
244271,355994,30.0,Like,1,1.0,5,34.2,1.0,0.9,0.975,5
244271,235559,27.0,Like,1,1.0,6,34.2,1.0,0.9,0.975,6
244271,65021,25.0,Like,1,1.0,7,34.2,1.0,0.9,0.975,7
244271,338395,25.0,Like,1,1.0,8,34.2,1.0,0.9,0.975,8
244271,282385,22.0,Neutral,0,1.0,9,34.2,1.0,0.9,0.975,9
244271,182407,21.0,Like,1,1.0,10,34.2,1.0,0.9,0.975,10
244482,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
244482,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
244482,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
244482,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
244482,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
244482,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
244482,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
244482,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
244482,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
244482,55072,1.0,Neutral,0,1.0,10,1.3,1.0,0.9,0.975,10
244551,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
244551,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
244551,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
244551,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
244551,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
244551,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
244551,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
244551,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
244551,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
244551,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
246125,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
246125,32164,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
246125,39207,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
246125,305792,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
246125,143316,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
246125,256694,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
246125,97890,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
246125,55072,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
246125,311886,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
246125,380693,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
246579,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
246579,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
246579,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
246579,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
246579,39207,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
246579,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
246579,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
246579,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
246579,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
246579,55072,1.0,Neutral,0,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
247088,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
247088,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
247088,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
247088,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
247088,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
247088,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
247088,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
247088,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
247088,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
247088,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
247366,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
247366,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
247366,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
247366,118633,1.0,Neutral,0,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
247366,39207,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
247366,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
247366,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
247366,256694,1.0,Neutral,0,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
247366,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
247366,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
247641,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
247641,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
247641,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
247641,118633,1.0,Neutral,0,1.0,4,1.3,1.0,0.9,0.975,4
247641,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
247641,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
247641,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
247641,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
247641,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
247641,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
247730,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
247730,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
247730,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
247730,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
247730,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.9,0.975,5
247730,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
247730,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
247730,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
247730,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
247730,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
248560,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
248560,118633,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
248560,39207,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
248560,143316,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
248560,256694,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
248560,97890,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
248560,55072,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
248560,311886,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
248560,380693,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
248560,202168,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
248563,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
248563,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
248563,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
248563,118633,1.0,Neutral,0,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
248563,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
248563,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
248563,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
248563,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
248563,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
248563,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
249208,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
249208,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
249208,301547,1.0,Neutral,0,1.0,3,1.3,1.0,0.9,0.975,3
249208,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
249208,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
249208,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
249208,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
249208,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
249208,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
249208,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
249312,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
249312,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
249312,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
249312,118633,1.0,Neutral,0,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
249312,39207,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
249312,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
249312,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
249312,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
249312,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
249312,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
249512,358819,4.0,Neutral,0,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
